,Admin2,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,County,State,TotalPop,Transit,WorkAtHome
290,Buchanan,Virginia,37.26818323,-82.03749726,46,0,0,Buchanan,Virginia,23486.0,0.5,0.7
291,Buckingham,Virginia,37.57242268,-78.52518834,577,6,0,Buckingham,Virginia,17068.0,0.5,1.9
292,Bucks,Pennsylvania,40.33682119,-75.10836643,6137,572,0,Bucks,Pennsylvania,626583.0,3.2,4.7
293,Buena Vista,Iowa,42.73545875,-95.15100162,1737,11,0,Buena Vista,Iowa,20507.0,0.1,5.5
295,Buffalo,Nebraska,40.85486962,-99.07500296,218,1,0,Buffalo,Nebraska,47958.0,0.1,4.3
296,Buffalo,South Dakota,44.07657829,-99.20814467,86,3,0,Buffalo,South Dakota,2038.0,0.0,9.0
297,Buffalo,Wisconsin,44.37835084,-91.75332578,16,2,0,Buffalo,Wisconsin,13319.0,0.3,7.1
298,Bullitt,Kentucky,37.97162523,-85.68955617,180,4,0,Bullitt,Kentucky,76961.0,0.4,2.6
299,Bulloch,Georgia,32.39577406,-81.74811421,684,6,0,Bulloch,Georgia,72386.0,0.9,5.3
300,Bullock,Alabama,32.10030533,-85.71265535,380,10,0,Bullock,Alabama,10678.0,0.7,2.8
301,Buncombe,North Carolina,35.61113393,-82.53305,928,40,0,Buncombe,North Carolina,247336.0,0.7,7.1
302,Bureau,Illinois,41.40385234,-89.5283051,43,2,0,Bureau,Illinois,34115.0,0.7,3.5
303,Burke,Georgia,33.05917989,-81.99928721,215,7,0,Burke,Georgia,23007.0,0.4,2.1
304,Burke,North Carolina,35.74989637,-81.70755735,1238,21,0,Burke,North Carolina,89548.0,0.2,2.4
306,Burleigh,North Dakota,46.97847375,-100.46452140000001,469,0,0,Burleigh,North Dakota,88223.0,0.2,4.1
307,Burleson,Texas,30.49273808,-96.62158484,154,0,0,Burleson,Texas,17293.0,0.1,2.6
308,Burlington,New Jersey,39.87681124,-74.66927768,5412,451,0,Burlington,New Jersey,450556.0,3.5,3.6
309,Burnet,Texas,30.78801353,-98.181887,256,3,0,Burnet,Texas,44144.0,0.1,6.3
311,Burt,Nebraska,41.85056773,-96.32605633,15,0,0,Burt,Nebraska,6647.0,0.0,6.5
312,Butler,Alabama,31.75300095,-86.68057478,656,31,0,Butler,Alabama,20354.0,0.0,1.7
313,Butler,Iowa,42.73172833,-92.79015971,70,2,0,Butler,Iowa,14966.0,0.3,5.1
314,Butler,Kansas,37.78134351,-96.83878537,102,0,0,Butler,Kansas,66092.0,0.0,3.6
315,Butler,Kentucky,37.20946153,-86.68748787,267,14,0,Butler,Kentucky,12835.0,0.1,2.7
316,Butler,Missouri,36.71462476,-90.40421163,122,0,0,Butler,Missouri,42951.0,0.7,2.4
317,Butler,Nebraska,41.22703692,-97.13106306,53,0,0,Butler,Nebraska,8256.0,0.0,7.8
318,Butler,Ohio,39.44012838,-84.57388716,1942,47,0,Butler,Ohio,372538.0,0.7,3.5
319,Butler,Pennsylvania,40.91152759,-79.91351055,444,13,0,Butler,Pennsylvania,185689.0,0.7,4.2
320,Butte,California,39.66727762,-121.6005252,416,4,0,Butte,California,222564.0,1.1,5.8
322,Butts,Georgia,33.283094500000004,-83.95435040000002,349,35,0,Butts,Georgia,23445.0,0.0,4.4
323,Cabarrus,North Carolina,35.3877799,-80.55267168,1721,33,0,Cabarrus,North Carolina,188375.0,0.5,4.2
324,Cabell,West Virginia,38.42424062,-82.23855912,202,0,0,Cabell,West Virginia,96824.0,1.1,2.2
325,Caddo,Louisiana,32.57991587,-93.88375652,4522,249,0,Caddo,Louisiana,254742.0,1.8,2.1
326,Caddo,Oklahoma,35.17364557,-98.37534464,210,11,0,Caddo,Oklahoma,29495.0,0.6,1.8
327,Calaveras,California,38.20537103,-120.55291299999999,75,0,0,Calaveras,California,44767.0,0.3,7.5
328,Calcasieu,Louisiana,30.22931235,-93.35400434,3435,72,0,Calcasieu,Louisiana,195887.0,0.4,1.8
329,Caldwell,Kentucky,37.14749129,-87.86948214,34,0,0,Caldwell,Kentucky,12826.0,0.3,0.9
330,Caldwell,Louisiana,32.0902519,-92.11752148,124,1,0,Caldwell,Louisiana,9990.0,0.0,3.0
331,Caldwell,Missouri,39.65620858,-93.98308093,15,1,0,Caldwell,Missouri,9083.0,0.0,5.9
332,Caldwell,North Carolina,35.95204977,-81.54799522,683,8,0,Caldwell,North Carolina,81758.0,0.1,3.6
333,Caldwell,Texas,29.83668859,-97.61814775,710,5,0,Caldwell,Texas,39347.0,0.2,3.0
334,Caledonia,Vermont,44.46548598,-72.10314651,22,0,0,Caledonia,Vermont,31012.0,0.3,7.2
335,Calhoun,Alabama,33.77483727,-85.82630386,577,6,0,Calhoun,Alabama,116648.0,0.2,2.7
337,Calhoun,Florida,30.40666734,-85.19394153,172,7,0,Calhoun,Florida,14615.0,0.0,1.7
338,Calhoun,Georgia,31.53169785,-84.62725131,167,6,0,Calhoun,Georgia,6489.0,2.8,8.6
340,Calhoun,Iowa,42.38521079,-94.64046046,66,2,0,Calhoun,Iowa,9914.0,0.4,5.4
341,Calhoun,Michigan,42.24633834,-85.00493569,622,39,0,Calhoun,Michigan,134790.0,0.8,3.3
342,Calhoun,Mississippi,33.93683395,-89.33686647,176,5,0,Calhoun,Mississippi,14789.0,0.6,1.8
343,Calhoun,South Carolina,33.66926881,-80.77722168,170,2,0,Calhoun,South Carolina,14958.0,0.4,3.3
344,Calhoun,Texas,28.47048236,-96.61633945,164,3,0,Calhoun,Texas,21666.0,0.8,2.8
346,Callahan,Texas,32.29760619,-99.37326312,28,2,0,Callahan,Texas,13532.0,0.3,2.4
347,Callaway,Missouri,38.83674754,-91.92186505,64,1,0,Callaway,Missouri,44566.0,0.1,4.0
348,Calloway,Kentucky,36.62093411,-88.2731593,117,1,0,Calloway,Kentucky,38106.0,0.3,2.7
349,Calumet,Wisconsin,44.0816316,-88.21780273,161,2,0,Calumet,Wisconsin,49678.0,0.2,4.2
350,Calvert,Maryland,38.53961642,-76.56820632,458,27,0,Calvert,Maryland,90114.0,3.3,4.3
352,Cambria,Pennsylvania,40.49527404,-78.71377428,137,3,0,Cambria,Pennsylvania,139381.0,1.2,2.7
353,Camden,Georgia,30.92951916,-81.66601818,305,2,0,Camden,Georgia,51445.0,0.2,2.3
354,Camden,Missouri,38.02199522,-92.76083747,90,2,0,Camden,Missouri,43927.0,0.3,4.6
355,Camden,New Jersey,39.80343818,-74.96388753,7746,551,0,Camden,New Jersey,511998.0,7.5,3.3
356,Camden,North Carolina,36.33804939,-76.15568396,39,1,0,Camden,North Carolina,10161.0,0.2,2.0
357,Cameron,Louisiana,29.87592238,-93.19310676,115,0,0,Cameron,Louisiana,6706.0,0.1,1.9
359,Cameron,Texas,26.14524221,-97.48140372,4175,79,0,Cameron,Texas,417947.0,0.7,2.2
360,Camp,Texas,32.97195142,-94.97790104,144,2,0,Camp,Texas,12516.0,1.0,3.3
361,Campbell,Kentucky,38.94384345,-84.37875208,342,13,0,Campbell,Kentucky,91475.0,2.2,2.9
363,Campbell,Tennessee,36.40355516,-84.15108559999999,75,1,0,Campbell,Tennessee,40176.0,0.1,1.2
364,Campbell,Virginia,37.20553386,-79.09678609,70,1,0,Campbell,Virginia,55012.0,0.1,3.4
365,Campbell,Wyoming,44.24886082,-105.54744040000001,89,0,0,Campbell,Wyoming,48013.0,2.4,2.2
366,Canadian,Oklahoma,35.5426055,-97.98465569,543,3,0,Canadian,Oklahoma,126193.0,0.2,3.0
367,Candler,Georgia,32.40209349,-82.07702563,99,0,0,Candler,Georgia,11031.0,0.1,1.6
368,Cannon,Tennessee,35.80990797,-86.05738983,60,0,0,Cannon,Tennessee,13787.0,0.2,3.4
369,Canyon,Idaho,43.61970148,-116.70954990000001,2281,12,0,Canyon,Idaho,198921.0,0.3,6.6
370,Cape Girardeau,Missouri,37.38489388,-89.6843587,361,3,0,Cape Girardeau,Missouri,77606.0,0.4,2.1
371,Cape May,New Jersey,39.15008829,-74.80170244,740,79,0,Cape May,New Jersey,95805.0,1.9,4.2
372,Carbon,Montana,45.22850116,-109.0274047,34,0,0,Carbon,Montana,10268.0,1.5,8.9
373,Carbon,Pennsylvania,40.91545395,-75.7068525,301,27,0,Carbon,Pennsylvania,64634.0,0.4,3.6
374,Carbon,Wyoming,41.69357844,-106.9326084,29,0,0,Carbon,Wyoming,15739.0,0.4,5.4
375,Caribou,Idaho,42.77149116,-111.5597683,19,0,0,Caribou,Idaho,6808.0,0.0,4.2
376,Carlisle,Kentucky,36.85372876,-88.96692220000001,13,1,0,Carlisle,Kentucky,4984.0,0.0,5.7
377,Carlton,Minnesota,46.59180601,-92.67601019,96,0,0,Carlton,Minnesota,35443.0,0.3,4.7
378,Caroline,Maryland,38.87172293,-75.82904158,345,3,0,Caroline,Maryland,32661.0,1.3,4.1
379,Caroline,Virginia,38.02679129,-77.34901405,145,4,0,Caroline,Virginia,29349.0,0.3,3.6
380,Carroll,Arkansas,36.34038560000001,-93.54270261,236,6,0,Carroll,Arkansas,27635.0,0.0,4.8
381,Carroll,Georgia,33.58138199,-85.07976677,1108,40,0,Carroll,Georgia,112595.0,0.5,2.7
382,Carroll,Illinois,42.06823429,-89.93395545,21,2,0,Carroll,Illinois,14926.0,0.8,5.3
383,Carroll,Indiana,40.580783200000006,-86.56198812,114,2,0,Carroll,Indiana,20014.0,0.2,5.2
384,Carroll,Iowa,42.03617207,-94.86032705,117,1,0,Carroll,Iowa,20629.0,0.4,6.8
385,Carroll,Kentucky,38.66599534,-85.12601074,88,1,0,Carroll,Kentucky,10830.0,0.0,2.0
386,Carroll,Maryland,39.56453592,-77.02373735,1224,116,0,Carroll,Maryland,167444.0,1.0,4.5
387,Carroll,Mississippi,33.44834567,-89.91994479,189,11,0,Carroll,Mississippi,10338.0,0.3,0.2
388,Carroll,Missouri,39.42762566,-93.50626255,39,0,0,Carroll,Missouri,9096.0,0.7,7.3
389,Carroll,New Hampshire,43.87498583,-71.20430216,68,0,0,Carroll,New Hampshire,47513.0,0.4,7.1
390,Carroll,Ohio,40.5789686,-81.09178213,71,3,0,Carroll,Ohio,28361.0,0.3,4.7
391,Carroll,Tennessee,35.97366108,-88.45189331,58,1,0,Carroll,Tennessee,28353.0,0.2,2.3
392,Carroll,Virginia,36.73066666,-80.73455942,255,10,0,Carroll,Virginia,29856.0,0.2,3.0
394,Carson City,Nevada,39.15509045,-119.7480219,223,6,0,Carson City,Nevada,54482.0,0.3,2.4
395,Carter,Kentucky,38.31690743,-83.05092385,48,1,0,Carter,Kentucky,27326.0,0.2,2.3
397,Carter,Oklahoma,34.25103751,-97.28552485,186,2,0,Carter,Oklahoma,48442.0,0.6,3.0
398,Carter,Tennessee,36.28969086,-82.12588974,120,2,0,Carter,Tennessee,56941.0,0.5,4.1
399,Carteret,North Carolina,34.8932941,-76.54120135,162,4,0,Carteret,North Carolina,68228.0,0.5,4.4
400,Carver,Minnesota,44.82017001,-93.80099179999999,509,2,0,Carver,Minnesota,95715.0,1.8,6.9
401,Cascade,Montana,47.30797024,-111.3467922,50,2,0,Cascade,Montana,82090.0,0.9,3.0
402,Casey,Kentucky,37.32533118,-84.92726209,49,2,0,Casey,Kentucky,15954.0,0.0,5.1
403,Cass,Illinois,39.96991073,-90.24734436,140,10,0,Cass,Illinois,13254.0,0.4,4.2
404,Cass,Indiana,40.76135835,-86.34830753,1651,9,0,Cass,Indiana,38476.0,0.8,2.1
405,Cass,Iowa,41.33149454,-94.92792482,29,0,0,Cass,Iowa,13590.0,1.5,5.9
406,Cass,Michigan,41.91522292,-85.99405727,197,6,0,Cass,Michigan,51952.0,0.1,4.2
407,Cass,Minnesota,46.95043611,-94.32603968,21,2,0,Cass,Minnesota,28519.0,0.8,7.9
408,Cass,Missouri,38.64789422,-94.353399,217,8,0,Cass,Missouri,100781.0,0.2,4.8
409,Cass,Nebraska,40.90899107,-96.13971217,95,1,0,Cass,Nebraska,25360.0,0.1,3.1
410,Cass,North Dakota,46.93201724,-97.24447190000001,2503,73,0,Cass,North Dakota,162500.0,0.8,3.3
411,Cass,Texas,33.07499881,-94.34646905,70,3,0,Cass,Texas,30328.0,0.3,2.3
412,Cassia,Idaho,42.28347888,-113.6012409,339,1,0,Cassia,Idaho,23369.0,0.2,4.2
413,Castro,Texas,34.53016752,-102.2617243,121,1,0,Castro,Texas,7948.0,0.6,3.8
414,Caswell,North Carolina,36.39312665,-79.33353281,156,2,0,Caswell,North Carolina,23174.0,0.1,2.2
415,Catahoula,Louisiana,31.66778967,-91.84526385,217,3,0,Catahoula,Louisiana,10247.0,0.2,0.8
416,Catawba,North Carolina,35.66211129,-81.2132617,1290,14,0,Catawba,North Carolina,154610.0,0.1,3.6
417,Catoosa,Georgia,34.89872298,-85.13757014,364,8,0,Catoosa,Georgia,65375.0,0.3,2.6
419,Cattaraugus,New York,42.24778241,-78.67923096,139,6,0,Cattaraugus,New York,78962.0,0.5,3.0
420,Cavalier,North Dakota,48.77286211,-98.46685243,18,0,0,Cavalier,North Dakota,3890.0,0.1,8.5
421,Cayuga,New York,42.91261714,-76.55731592,127,2,0,Cayuga,New York,79173.0,0.9,4.1
422,Cecil,Maryland,39.56647682,-75.94627411,531,29,0,Cecil,Maryland,101960.0,1.1,4.7
423,Cedar,Iowa,41.77233777,-91.13246684,96,1,0,Cedar,Iowa,18375.0,0.1,6.5
424,Cedar,Missouri,37.72391475,-93.85445441,12,0,0,Cedar,Missouri,13892.0,0.0,3.0
425,Cedar,Nebraska,42.598885100000004,-97.25311951,19,0,0,Cedar,Nebraska,8675.0,0.3,11.4
427,Centre,Pennsylvania,40.92058903,-77.82200624,253,8,0,Centre,Pennsylvania,157823.0,4.5,4.6
428,Cerro Gordo,Iowa,43.08177563,-93.2612239,345,1,0,Cerro Gordo,Iowa,43481.0,1.1,3.5
429,Chaffee,Colorado,38.74745778,-106.19265729999998,123,19,0,Chaffee,Colorado,18309.0,0.2,11.6
430,Chambers,Alabama,32.91360079,-85.39072749,693,32,0,Chambers,Alabama,34079.0,0.2,2.1
431,Chambers,Texas,29.70972016,-94.67154501,590,2,0,Chambers,Texas,37251.0,0.0,2.4
432,Champaign,Illinois,40.13919438,-88.20046615,1057,17,0,Champaign,Illinois,205766.0,6.6,4.8
433,Champaign,Ohio,40.13923427,-83.76875242,60,1,0,Champaign,Ohio,39393.0,0.3,2.5
435,Charles,Maryland,38.51092331,-76.98580666,1534,90,0,Charles,Maryland,152754.0,6.5,3.3
436,Charles City,Virginia,37.35358063,-77.05634116,41,3,0,Charles City,Virginia,7118.0,1.5,4.0
437,Charles Mix,South Dakota,43.20660134,-98.58856175,97,0,0,Charles Mix,South Dakota,9239.0,0.6,9.4
438,Charleston,South Carolina,32.82487866,-79.96512315,8250,67,0,Charleston,South Carolina,372904.0,2.0,5.7
439,Charlevoix,Michigan,45.37790017,-85.19614053,32,2,0,Charlevoix,Michigan,26134.0,0.7,5.6
440,Charlotte,Florida,26.90131002,-81.92949121,1212,79,0,Charlotte,Florida,165783.0,0.3,6.5
441,Charlotte,Virginia,37.01909701,-78.66314092,38,0,0,Charlotte,Virginia,12313.0,0.9,4.0
443,Charlton,Georgia,30.78371028,-82.13951596,132,2,0,Charlton,Georgia,13130.0,0.3,4.3
446,Chatham,Georgia,32.00043026,-81.12489526,2816,39,0,Chatham,Georgia,279290.0,2.6,3.5
447,Chatham,North Carolina,35.70394416,-79.25541492,1067,46,0,Chatham,North Carolina,67431.0,1.1,7.8
448,Chattahoochee,Georgia,32.34341231,-84.78809239,484,1,0,Chattahoochee,Georgia,11914.0,0.3,31.7
449,Chattooga,Georgia,34.47197698,-85.34535662,81,2,0,Chattooga,Georgia,25241.0,0.5,1.8
451,Chautauqua,New York,42.22769210000001,-79.36691763,180,7,0,Chautauqua,New York,132646.0,0.3,3.5
452,Chaves,New Mexico,33.36406072,-104.4665365,184,3,0,Chaves,New Mexico,65811.0,0.4,3.8
453,Cheatham,Tennessee,36.26136216,-87.08903581,301,3,0,Cheatham,Tennessee,39422.0,0.2,3.9
454,Cheboygan,Michigan,45.44787015,-84.50122149,29,2,0,Cheboygan,Michigan,25690.0,0.8,5.4
455,Chelan,Washington,47.87046092,-120.6173956,593,7,0,Chelan,Washington,74267.0,1.5,5.3
456,Chemung,New York,42.13891056,-76.7638805,149,2,0,Chemung,New York,88267.0,2.0,2.3
457,Chenango,New York,42.49430041,-75.60887553,171,6,0,Chenango,New York,49549.0,0.7,5.2
458,Cherokee,Alabama,34.17805983,-85.60638968,135,7,0,Cherokee,Alabama,26008.0,0.2,2.5
459,Cherokee,Georgia,34.24393976,-84.47431861,1828,48,0,Cherokee,Georgia,225944.0,0.4,7.8
460,Cherokee,Iowa,42.73538914,-95.62389402,85,1,0,Cherokee,Iowa,11853.0,0.1,5.5
461,Cherokee,Kansas,37.16928494,-94.8462897,56,1,0,Cherokee,Kansas,20952.0,0.0,2.4
462,Cherokee,North Carolina,35.1349263,-84.05970864,106,2,0,Cherokee,North Carolina,27092.0,0.3,4.2
463,Cherokee,Oklahoma,35.90692775,-94.99980896,131,1,0,Cherokee,Oklahoma,48097.0,0.8,2.8
464,Cherokee,South Carolina,35.05122251,-81.61828622,269,9,0,Cherokee,South Carolina,55863.0,0.1,1.2
465,Cherokee,Texas,31.837258000000002,-95.16559897,364,2,0,Cherokee,Texas,51167.0,0.0,1.4
468,Cheshire,New Hampshire,42.92015988,-72.25311043,77,2,0,Cheshire,New Hampshire,76430.0,0.4,8.1
469,Chester,Pennsylvania,39.97291773,-75.74768357,4053,333,0,Chester,Pennsylvania,509797.0,2.8,6.3
470,Chester,South Carolina,34.69249168,-81.1583216,301,4,0,Chester,South Carolina,32556.0,0.4,3.4
471,Chester,Tennessee,35.42527478,-88.6095842,83,0,0,Chester,Tennessee,17324.0,0.2,3.1
472,Chesterfield,South Carolina,34.64137396,-80.15640140000002,468,15,0,Chesterfield,South Carolina,46192.0,0.1,1.5
473,Chesterfield,Virginia,37.37373208,-77.58680140000001,3278,63,0,Chesterfield,Virginia,328176.0,0.7,4.6
476,Cheyenne,Nebraska,41.21999357,-102.9941693,21,0,0,Cheyenne,Nebraska,10077.0,0.0,3.4
477,Chickasaw,Iowa,43.06001295,-92.31773347,32,0,0,Chickasaw,Iowa,12244.0,0.2,6.9
478,Chickasaw,Mississippi,33.91983202,-88.9481545,304,19,0,Chickasaw,Mississippi,17391.0,0.0,2.2
479,Chicot,Arkansas,33.26458973,-91.29539209,224,3,0,Chicot,Arkansas,11353.0,1.1,0.4
481,Chilton,Alabama,32.85044126,-86.7173256,356,3,0,Chilton,Alabama,43819.0,0.2,1.9
482,Chippewa,Michigan,46.29552653,-84.54353449,21,0,0,Chippewa,Michigan,38586.0,0.8,3.5
483,Chippewa,Minnesota,45.02343421,-95.56403693,82,1,0,Chippewa,Minnesota,12154.0,0.9,5.9
484,Chippewa,Wisconsin,45.06939744,-91.28068855,141,0,0,Chippewa,Wisconsin,63209.0,0.2,6.4
485,Chisago,Minnesota,45.5021011,-92.90861945,112,1,0,Chisago,Minnesota,53834.0,1.0,4.4
486,Chittenden,Vermont,44.46322849,-73.08359212,662,39,0,Chittenden,Vermont,159711.0,2.4,5.9
487,Choctaw,Alabama,32.02227341,-88.26564429999998,221,12,0,Choctaw,Alabama,13395.0,0.1,0.8
488,Choctaw,Mississippi,33.34598242,-89.24809382,76,4,0,Choctaw,Mississippi,8354.0,0.1,1.2
489,Choctaw,Oklahoma,34.02807439,-95.54771129,128,1,0,Choctaw,Oklahoma,15120.0,1.1,2.8
490,Chowan,North Carolina,36.12908077,-76.60118385,39,0,0,Chowan,North Carolina,14656.0,0.0,2.7
491,Christian,Illinois,39.54581621,-89.27780482,52,4,0,Christian,Illinois,34200.0,0.8,4.2
492,Christian,Kentucky,36.89267803,-87.49055367,309,4,0,Christian,Kentucky,74159.0,0.4,2.4
493,Christian,Missouri,36.9711783,-93.18537118,80,1,0,Christian,Missouri,80904.0,0.1,4.6
494,Churchill,Nevada,39.58105744,-118.3394607,29,1,0,Churchill,Nevada,24252.0,0.1,3.4
495,Cibola,New Mexico,34.91131525,-107.998876,253,14,0,Cibola,New Mexico,27382.0,0.4,6.3
497,Citrus,Florida,28.84804315,-82.47614748,618,16,0,Citrus,Florida,139654.0,0.4,5.6
498,Clackamas,Oregon,45.18787398,-122.2179634,1027,29,0,Clackamas,Oregon,389438.0,2.9,7.2
499,Claiborne,Louisiana,32.82308512,-92.99526883,154,10,0,Claiborne,Louisiana,16639.0,0.0,1.5
500,Claiborne,Mississippi,31.97061673,-90.90702196,318,11,0,Claiborne,Mississippi,9330.0,0.5,4.2
501,Claiborne,Tennessee,36.48319149,-83.65947309,80,0,0,Claiborne,Tennessee,31748.0,0.1,4.0
502,Clallam,Washington,48.04754642,-123.92263190000001,62,0,0,Clallam,Washington,72397.0,2.3,4.9
503,Clare,Michigan,43.98794227,-84.84819859999998,34,3,0,Clare,Michigan,30710.0,1.1,4.6
504,Clarendon,South Carolina,33.66610974,-80.21647898,500,47,0,Clarendon,South Carolina,34178.0,0.5,2.6
505,Clarion,Pennsylvania,41.19265812,-79.42413524,66,2,0,Clarion,Pennsylvania,39454.0,0.2,4.3
506,Clark,Arkansas,34.04613432,-93.17484713,76,0,0,Clark,Arkansas,22751.0,0.4,4.3
507,Clark,Illinois,39.33425789,-87.78705622,41,0,0,Clark,Illinois,16159.0,0.0,4.0
508,Clark,Indiana,38.48015445,-85.70510334,728,44,0,Clark,Indiana,113181.0,0.6,2.5
509,Clark,Kansas,37.23577007,-99.81883015,34,1,0,Clark,Kansas,2145.0,0.0,4.2
510,Clark,Kentucky,37.9689263,-84.14615986,117,6,0,Clark,Kentucky,35657.0,0.5,3.7
512,Clark,Nevada,36.21458855,-115.0130241,24824,498,0,Clark,Nevada,2035572.0,4.0,3.1
513,Clark,Ohio,39.91592258,-83.78498252,832,10,0,Clark,Ohio,136827.0,0.9,3.3
514,Clark,South Dakota,44.85834507,-97.72925109,15,0,0,Clark,South Dakota,3625.0,0.0,15.8
515,Clark,Washington,45.77568046,-122.48292040000001,1086,33,0,Clark,Washington,444506.0,2.4,6.3
516,Clark,Wisconsin,44.73483377,-90.61207486,118,7,0,Clark,Wisconsin,34518.0,0.1,10.7
517,Clarke,Alabama,31.68099859,-87.83548597,329,6,0,Clarke,Alabama,25070.0,0.2,1.1
518,Clarke,Georgia,33.95436462,-83.37124007,1007,15,0,Clarke,Georgia,120905.0,4.1,2.9
519,Clarke,Iowa,41.02868181,-93.78499767,145,3,0,Clarke,Iowa,9280.0,0.9,4.2
520,Clarke,Mississippi,32.04158545,-88.68896219999998,234,25,0,Clarke,Mississippi,16362.0,0.3,3.2
521,Clarke,Virginia,39.11271747,-77.99199425,61,0,0,Clarke,Virginia,14299.0,0.2,5.6
522,Clatsop,Oregon,45.99712889,-123.660711,56,0,0,Clatsop,Oregon,37382.0,1.0,6.0
523,Clay,Alabama,33.26984193,-85.85836077,92,2,0,Clay,Alabama,13537.0,0.6,2.1
524,Clay,Arkansas,36.36826212,-90.4148172,84,3,0,Clay,Arkansas,15400.0,0.0,2.0
525,Clay,Florida,29.98319144,-81.85609986,1602,39,0,Clay,Florida,197417.0,0.2,4.1
526,Clay,Georgia,31.62221166,-84.97713865,63,2,0,Clay,Georgia,3104.0,0.6,6.8
528,Clay,Indiana,39.39561833,-87.11723506,65,5,0,Clay,Indiana,26686.0,0.2,2.6
529,Clay,Iowa,43.08247182,-95.15096481,151,1,0,Clay,Iowa,16537.0,0.3,6.2
530,Clay,Kansas,39.34948772,-97.16518128,13,2,0,Clay,Kansas,8421.0,0.1,6.5
531,Clay,Kentucky,37.16451126,-83.712575,88,4,0,Clay,Kentucky,21300.0,0.0,2.1
532,Clay,Minnesota,46.89289518,-96.48761922,627,38,0,Clay,Minnesota,60879.0,0.9,5.2
533,Clay,Mississippi,33.65358105,-88.77784255,268,11,0,Clay,Mississippi,20279.0,0.1,1.1
534,Clay,Missouri,39.31132056,-94.41850862,579,13,0,Clay,Missouri,230361.0,0.7,4.2
535,Clay,Nebraska,40.52439441,-98.05126296,33,0,0,Clay,Nebraska,6382.0,0.0,4.8
536,Clay,North Carolina,35.05704275,-83.74353633,18,0,0,Clay,North Carolina,10656.0,0.0,2.4
537,Clay,South Dakota,42.91296147,-96.97656917,94,0,0,Clay,South Dakota,14011.0,0.4,5.9
538,Clay,Tennessee,36.55151008,-85.53930419,27,0,0,Clay,Tennessee,7780.0,0.1,4.3
539,Clay,Texas,33.78686685,-98.20771198,19,0,0,Clay,Texas,10479.0,0.0,4.0
540,Clay,West Virginia,38.46231092,-81.07652217,13,1,0,Clay,West Virginia,9141.0,0.0,3.0
541,Clayton,Georgia,33.54187245,-84.35594188,2984,82,0,Clayton,Georgia,267234.0,2.3,2.3
542,Clayton,Iowa,42.84443388,-91.34133693,51,3,0,Clayton,Iowa,17806.0,0.2,6.9
543,Clear Creek,Colorado,39.68864463,-105.6463118,21,1,0,Clear Creek,Colorado,9136.0,1.2,13.0
544,Clearfield,Pennsylvania,41.00110782,-78.47592663,95,0,0,Clearfield,Pennsylvania,81343.0,0.2,2.4
546,Clearwater,Minnesota,47.57992111,-95.37790562,14,0,0,Clearwater,Minnesota,8752.0,0.6,5.8
547,Cleburne,Alabama,33.67679204,-85.52005899,53,1,0,Cleburne,Alabama,15002.0,0.1,3.4
548,Cleburne,Arkansas,35.53864922,-92.02640019,137,4,0,Cleburne,Arkansas,25711.0,0.4,4.2
549,Clermont,Ohio,39.04847534,-84.15375786,532,7,0,Clermont,Ohio,200285.0,0.6,4.8
550,Cleveland,Arkansas,33.89723187,-92.18537045,38,0,0,Cleveland,Arkansas,8510.0,0.6,1.7
551,Cleveland,North Carolina,35.33553364,-81.55204486,544,9,0,Cleveland,North Carolina,97178.0,0.5,2.3
552,Cleveland,Oklahoma,35.20413532,-97.32519562,1448,40,0,Cleveland,Oklahoma,268614.0,0.5,3.1
553,Clinch,Georgia,30.91395822,-82.70432472,123,3,0,Clinch,Georgia,6791.0,0.1,2.4
554,Clinton,Illinois,38.60704876,-89.42385254,252,16,0,Clinton,Illinois,37929.0,0.6,3.7
555,Clinton,Indiana,40.30319754,-86.47277257,291,3,0,Clinton,Indiana,32835.0,0.0,2.9
556,Clinton,Iowa,41.89981633,-90.53275096,144,1,0,Clinton,Iowa,48365.0,0.9,3.4
558,Clinton,Michigan,42.94400871,-84.60145248,296,12,0,Clinton,Michigan,76905.0,1.2,4.4
559,Clinton,Missouri,39.6013098,-94.40465394,35,0,0,Clinton,Missouri,20498.0,0.6,2.8
560,Clinton,New York,44.74530905,-73.67875352,110,4,0,Clinton,New York,81685.0,0.6,2.8
561,Clinton,Ohio,39.41485808,-83.80852286,92,2,0,Clinton,Ohio,41892.0,0.3,3.5
562,Clinton,Pennsylvania,41.23255967,-77.63785995,96,5,0,Clinton,Pennsylvania,39614.0,0.3,4.6
563,Cloud,Kansas,39.48028352,-97.64925343,26,0,0,Cloud,Kansas,9339.0,0.0,5.4
564,Coahoma,Mississippi,34.22772299,-90.60415045,237,6,0,Coahoma,Mississippi,25254.0,1.0,2.2
565,Coal,Oklahoma,34.58840127,-96.29798747,12,0,0,Coal,Oklahoma,5812.0,0.4,5.3
566,Cobb,Georgia,33.94243204,-84.5761255,7388,256,0,Cobb,Georgia,719133.0,1.3,7.1
567,Cochise,Arizona,31.87934684,-109.7516088,1095,27,0,Cochise,Arizona,129647.0,0.5,5.5
569,Cocke,Tennessee,35.9278914,-83.11828725,152,0,0,Cocke,Tennessee,35321.0,0.0,1.4
570,Coconino,Arizona,35.83883429,-111.7707178,2523,102,0,Coconino,Arizona,136701.0,1.9,5.0
