,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,lat,long
13658,445000.0,2,1.0,1440,3225,1.0,3,7,1915,47.6653,-122.338
13659,265000.0,3,1.75,1170,8148,1.0,3,7,1952,47.7479,-122.318
13660,399000.0,3,1.75,1170,8148,1.0,3,7,1952,47.7479,-122.318
13661,785000.0,4,2.25,3200,53357,2.0,4,9,1972,47.755,-122.035
13662,831500.0,5,2.5,4470,35124,2.5,3,11,1984,47.7377,-122.084
13663,360000.0,4,2.5,2570,4557,2.0,3,7,2009,47.367,-122.115
13664,655000.0,3,2.5,2370,7916,2.0,3,9,1990,47.528,-122.171
13665,449950.0,4,1.5,1800,10150,1.5,4,7,1958,47.7325,-122.242
13666,612000.0,5,2.5,2300,7000,1.0,3,8,1975,47.6875,-122.122
13667,575000.0,3,2.5,3240,33661,2.0,3,8,2001,47.4785,-122.095
13668,557000.0,3,2.5,2280,18241,1.0,3,9,1995,47.7453,-122.213
13670,369000.0,3,2.25,1820,99752,1.0,4,7,1969,47.2838,-122.006
13671,330000.0,5,2.75,2390,6282,1.0,4,7,1966,47.5149,-122.263
13673,550000.0,2,1.0,980,4800,1.0,4,7,1910,47.6569,-122.348
13674,338000.0,3,1.75,1250,7710,1.0,4,7,1947,47.7623,-122.317
13676,235000.0,3,1.0,2230,8163,1.0,3,7,1966,47.5215,-122.275
13677,349950.0,1,1.0,1230,9300,1.5,4,6,1918,47.7055,-122.348
13678,300000.0,5,2.5,2093,10350,1.5,5,7,1963,47.4495,-122.17
13679,431000.0,3,1.75,1660,12865,1.0,5,7,1967,47.5375,-122.175
13680,280000.0,5,2.5,1630,20750,1.0,4,7,1975,47.3657,-122.113
13681,295000.0,4,2.5,1677,7209,2.0,3,7,2011,47.2957,-122.357
13682,445000.0,4,2.5,2990,6383,2.0,3,7,2003,47.3499,-122.027
13684,515000.0,4,2.5,2890,15067,2.0,3,9,2003,47.5666,-121.907
13685,555000.0,3,2.5,3050,158558,1.0,4,9,1987,47.4326,-122.208
13686,265000.0,3,2.5,1410,2500,2.0,3,7,2006,47.5132,-122.358
13687,597000.0,4,2.5,2280,2432,2.0,5,8,1921,47.6605,-122.355
13688,661000.0,2,1.0,1260,5800,1.0,4,7,1939,47.6501,-122.409
13689,362764.0,3,2.0,1460,4350,2.0,3,7,2008,47.696,-122.026
13690,427000.0,4,2.5,1600,14000,1.0,3,8,1950,47.7258,-122.326
13691,405000.0,3,1.75,2020,8531,1.0,3,7,1965,47.7691,-122.199
13692,157000.0,3,1.5,1170,11530,1.0,3,7,1960,47.4211,-122.29
13693,246500.0,3,1.5,1170,11530,1.0,3,7,1960,47.4211,-122.29
13694,386500.0,2,1.5,1280,11071,1.0,3,7,1984,47.6351,-122.033
13695,300000.0,4,2.5,2680,15508,2.0,3,8,1999,47.3025,-122.39
13696,240000.0,3,1.75,1770,8571,1.0,3,8,1978,47.3109,-122.339
13698,249000.0,3,1.75,1300,8500,1.0,4,7,1964,47.209,-122.005
13699,580000.0,4,2.25,2610,7700,1.0,3,8,1977,47.5659,-122.089
13700,2340000.0,4,2.5,4500,35200,1.0,3,13,1988,47.5477,-122.126
13701,333000.0,4,2.5,2100,7366,2.0,3,8,1997,47.3703,-122.107
13702,230000.0,2,2.0,1340,7605,1.0,3,7,1992,47.1936,-121.981
13704,265000.0,3,1.75,2200,7200,1.0,3,8,1962,47.3745,-122.276
13705,490000.0,2,1.0,990,5000,1.0,3,7,1941,47.5666,-122.403
13706,600000.0,2,1.75,1180,5000,1.0,2,7,1925,47.6749,-122.398
13707,307500.0,3,1.0,980,6530,1.0,3,7,1969,47.7133,-122.213
13708,670000.0,4,2.25,2370,9636,1.0,3,8,1976,47.6497,-122.194
13711,440000.0,3,1.75,1430,8400,1.0,4,7,1961,47.6073,-122.127
13712,700000.0,4,2.5,2490,7694,2.0,3,8,1987,47.567,-122.016
13713,756100.0,4,2.0,2000,8317,1.5,4,8,1917,47.5394,-122.379
13714,555000.0,4,2.75,2600,19275,1.0,3,8,1978,47.5523,-122.162
13716,180000.0,3,1.0,1010,8863,1.0,4,6,1990,47.1955,-121.999
13717,775000.0,5,3.5,3290,5600,2.0,3,9,2004,47.7056,-122.119
13718,220000.0,4,1.75,1530,18400,1.5,4,6,1938,47.329,-122.219
13719,650000.0,4,2.75,2020,15810,1.0,4,9,1967,47.5921,-122.155
13720,410000.0,3,1.75,1340,9975,1.0,4,7,1961,47.7012,-122.169
13721,339995.0,4,2.5,2180,5367,2.0,3,7,2000,47.3775,-122.022
13723,440000.0,3,2.75,2070,9697,2.0,4,7,1929,47.4327,-122.283
13725,766000.0,3,2.5,2270,9822,2.0,3,9,1988,47.6685,-122.137
13726,231500.0,3,2.25,1630,7900,1.0,4,7,1973,47.3076,-122.377
13727,472000.0,3,2.0,2770,89298,2.0,3,9,2004,47.4291,-121.842
13728,1325000.0,4,2.5,4010,37076,2.0,4,12,1990,47.7139,-122.106
13729,265000.0,4,1.75,1970,8390,1.0,3,7,1955,47.4861,-122.251
13730,325000.0,2,1.0,790,6000,1.0,3,7,1948,47.5543,-122.273
13731,364500.0,3,1.75,1740,8424,1.0,5,7,1954,47.7508,-122.352
13732,322500.0,2,1.0,1130,8184,1.0,3,6,1947,47.7473,-122.32
13733,338900.0,3,1.75,1180,4000,1.0,3,7,1929,47.5226,-122.284
13734,910000.0,5,2.5,2350,4000,2.0,3,9,1993,47.6265,-122.296
13735,1015000.0,5,2.5,2350,4000,2.0,3,9,1993,47.6265,-122.296
13737,584950.0,4,3.0,3220,6224,1.5,3,9,2009,47.4813,-122.129
13738,252000.0,3,1.75,2050,11313,1.0,3,7,1987,47.2837,-122.358
13739,270000.0,3,2.5,1430,8470,1.0,3,7,1992,47.1943,-121.991
13740,750000.0,4,2.5,3210,8938,2.0,3,10,2005,47.582,-121.971
13742,325000.0,3,2.5,2260,8120,2.0,3,8,2004,47.2924,-122.357
13743,810000.0,5,3.25,3290,6422,2.0,3,9,2012,47.5933,-122.061
13744,409000.0,2,2.25,1640,2128,2.0,4,8,1974,47.753,-122.252
13745,400000.0,4,1.75,1580,5340,1.0,3,7,1947,47.6003,-122.306
13746,530000.0,4,2.25,1940,8270,2.0,5,7,1962,47.7567,-122.333
13747,580000.0,3,2.25,1580,8506,2.0,3,7,1987,47.686,-122.185
13749,272000.0,4,2.75,1810,7350,1.0,4,7,1980,47.3703,-122.171
13751,464000.0,3,2.5,1770,5146,2.0,3,8,1992,47.5704,-121.999
13752,471001.0,3,1.75,1800,6000,1.0,5,7,1905,47.6867,-122.349
13753,230000.0,3,1.5,1500,11616,1.0,3,7,1980,47.4062,-122.174
13754,358000.0,3,1.0,940,6695,1.0,4,6,1959,47.6195,-122.12
13755,510000.0,3,2.25,2340,6183,1.0,3,7,1929,47.6979,-122.31
13756,86500.0,3,1.0,840,9480,1.0,3,6,1960,47.3277,-122.341
13757,199950.0,3,1.0,840,9480,1.0,3,6,1960,47.3277,-122.341
13759,850000.0,3,2.75,3180,3680,2.0,4,9,1918,47.577,-122.38
13760,542000.0,4,2.5,2020,3440,1.5,4,7,1928,47.6885,-122.376
13761,102500.0,2,1.0,820,4320,1.0,3,5,1937,47.514,-122.359
13762,718000.0,3,1.75,4060,136290,1.0,3,8,1995,47.4843,-121.719
13763,625000.0,4,2.25,2660,22194,1.0,4,8,1977,47.6142,-122.107
13764,350000.0,3,1.0,1010,11244,1.0,4,7,1947,47.7467,-122.321
13765,216000.0,2,1.0,710,5120,1.0,3,6,1918,47.5224,-122.357
13766,340000.0,3,1.0,980,7228,1.5,3,7,1946,47.7294,-122.353
13767,505000.0,3,1.0,1100,5400,1.5,3,7,1908,47.6604,-122.396
13768,372000.0,5,2.5,2840,6010,2.0,3,8,2003,47.3161,-122.27
13769,263850.0,4,2.25,2300,7524,2.0,4,8,1978,47.313,-122.388
13771,325000.0,4,2.5,2280,9899,2.0,3,8,1987,47.461,-122.148
13772,289000.0,2,1.0,1010,7740,1.0,3,6,1924,47.5323,-122.355
13773,364000.0,3,2.25,1420,6600,1.0,3,7,1987,47.77,-122.265
13774,610000.0,4,2.5,2100,8800,1.0,5,8,1980,47.6909,-122.186
13776,402500.0,3,2.25,2160,9540,2.0,3,8,1979,47.7668,-122.243
13777,375000.0,2,1.0,820,6250,1.0,4,5,1922,47.5479,-122.384
13778,537500.0,5,2.5,4340,9108,1.0,5,8,1979,47.5384,-122.276
13779,375000.0,3,1.75,2100,9066,1.0,3,8,1962,47.4294,-122.292
13780,293550.0,4,1.75,1250,8840,1.0,4,7,1979,47.4138,-122.317
13781,585000.0,6,3.0,3870,43787,2.0,3,8,1976,47.7642,-122.098
13782,225000.0,2,2.5,1360,2693,2.0,3,6,2003,47.3492,-122.025
13783,185000.0,4,1.0,1400,8684,1.5,3,7,1957,47.4887,-122.344
13784,402000.0,3,1.5,1450,7375,1.0,3,7,1968,47.7212,-122.179
13785,585000.0,5,1.75,1880,16617,1.0,3,7,1963,47.6003,-122.132
13786,549000.0,2,2.5,1380,953,3.0,3,9,2006,47.6654,-122.355
13787,1810000.0,3,2.25,2910,15626,1.5,4,9,1923,47.6534,-122.412
13788,345000.0,3,1.75,1380,10529,1.0,3,7,1967,47.7119,-122.233
13789,302500.0,3,2.25,3100,11985,1.0,4,7,1963,47.3825,-122.31
13790,218500.0,4,1.75,1400,25500,1.0,4,7,1964,47.36,-122.164
13791,705000.0,2,2.0,1650,6840,1.5,5,7,1916,47.6512,-122.338
13792,191000.0,3,1.0,840,5525,1.0,5,6,1969,47.3607,-122.085
13793,695000.0,3,2.5,2550,45254,2.0,3,9,2001,47.6498,-121.964
13794,350000.0,2,2.75,2820,11770,2.0,3,7,1947,47.5102,-122.324
13795,480000.0,3,1.75,1710,4080,1.0,4,7,1979,47.5563,-122.392
13796,220000.0,3,1.0,820,5200,1.0,4,6,1977,47.363,-122.094
13797,535000.0,4,2.25,2620,33578,2.0,3,7,1977,47.5921,-122.013
13799,592000.0,3,1.75,1560,7424,1.0,5,8,1940,47.6981,-122.374
13800,775000.0,4,2.5,3060,6826,2.0,3,9,2004,47.7006,-122.112
13801,320000.0,3,2.5,1680,4584,2.0,3,7,2003,47.4794,-122.182
13802,760000.0,3,3.25,3320,15022,2.0,3,10,1989,47.429,-122.341
13803,640000.0,3,2.5,2390,8315,2.0,4,9,1990,47.6271,-122.028
13804,253200.0,3,1.0,1360,5840,1.0,4,5,1953,47.4945,-122.166
13805,228000.0,2,1.0,1800,9236,1.0,3,7,1954,47.3792,-122.198
13806,325000.0,3,1.0,1160,9525,1.0,4,7,1968,47.7431,-122.073
13807,530000.0,4,3.25,4160,35654,2.0,3,8,1973,47.4683,-122.008
13808,300000.0,4,2.25,1660,3200,2.0,3,7,2011,47.3666,-122.019
13809,418000.0,3,2.0,1410,6030,1.5,4,7,1930,47.6994,-122.347
13811,384000.0,3,2.5,1700,4000,2.0,3,7,2003,47.5327,-121.871
13812,325000.0,3,2.5,2070,8337,2.0,3,8,1997,47.3658,-122.176
13814,760000.0,4,2.25,3040,9690,1.0,4,9,1978,47.5923,-122.169
13815,168000.0,2,1.5,1220,3568,1.5,4,8,1976,47.3804,-122.318
13816,405000.0,3,1.0,960,3960,1.0,3,7,1943,47.6465,-122.404
13817,479000.0,3,1.0,1480,10094,1.0,4,7,1956,47.5942,-122.136
13818,549000.0,3,2.0,1560,5130,1.0,5,7,1915,47.6913,-122.333
13819,215000.0,3,1.5,1100,33600,1.0,3,7,1967,47.3185,-122.29
13821,389000.0,4,1.75,2400,7700,1.5,4,7,1927,47.7125,-122.332
13822,447500.0,3,2.5,2320,15024,2.0,3,8,1990,47.4829,-121.766
13823,540000.0,5,3.0,2570,5590,1.0,3,8,2009,47.7271,-122.228
13824,273500.0,4,2.75,1300,9638,1.0,2,7,1983,47.3683,-122.109
13825,257000.0,5,2.75,2930,10148,2.0,3,9,2002,47.4887,-122.145
13826,199000.0,2,1.0,720,7200,1.0,5,6,1943,47.4763,-122.177
13827,339100.0,4,2.5,2350,10655,2.0,3,8,1992,47.3284,-122.171
13828,435000.0,4,2.5,2940,7590,2.0,3,9,1991,47.4341,-122.16
13829,400000.0,3,2.5,2020,3000,1.0,4,6,1910,47.5621,-122.291
13830,356000.0,2,1.0,1430,365904,1.0,3,7,1991,47.513,-121.857
13831,395000.0,3,1.0,950,6951,1.0,4,7,1950,47.7263,-122.3
13832,575000.0,2,1.0,1250,4320,1.0,4,7,1911,47.6549,-122.352
13833,515000.0,3,1.75,1300,5120,1.5,4,6,1925,47.5589,-122.394
13834,618250.0,4,3.25,2520,3360,1.5,4,8,1931,47.6801,-122.315
13835,245000.0,3,1.5,1330,7125,2.0,3,7,1968,47.7308,-122.194
13836,690000.0,3,2.75,2480,3240,1.5,3,9,1929,47.6399,-122.311
13837,465000.0,5,2.25,3020,10010,1.0,3,7,1959,47.5249,-122.044
13838,280000.0,3,1.75,1770,8240,1.0,4,7,1978,47.3066,-122.378
13839,285000.0,3,1.75,1930,6533,1.0,3,7,1960,47.4883,-122.221
13840,320000.0,3,2.25,1650,7047,2.0,3,7,1994,47.3826,-122.027
13841,355000.0,4,3.0,2580,9601,2.0,4,7,1992,47.3726,-122.433
13842,670000.0,3,2.0,2570,10078,1.5,3,8,1965,47.6275,-122.12
13844,765000.0,4,2.75,2660,4500,1.5,5,8,1909,47.6864,-122.347
13845,430000.0,3,1.0,1560,5225,1.5,3,7,1927,47.5554,-122.279
13847,525000.0,4,1.75,2540,7200,1.0,4,7,1947,47.5579,-122.271
13848,300000.0,6,2.5,3080,8163,1.0,3,7,1985,47.3859,-122.221
13849,345000.0,3,2.75,2190,7258,2.0,3,8,2000,47.3486,-122.301
13852,390000.0,3,1.75,2160,98445,2.0,3,8,1978,47.35,-122.162
13853,1150000.0,3,2.0,2110,18815,2.0,5,7,1979,47.5836,-122.042
13854,295000.0,4,2.25,1830,5720,2.0,3,7,2003,47.3604,-122.179
13855,775000.0,4,4.0,3180,7650,2.0,3,8,1920,47.6887,-122.319
13856,380000.0,3,2.5,1880,6047,2.0,3,8,1993,47.3722,-122.044
13857,550000.0,3,1.0,1140,8180,1.0,3,7,1959,47.5851,-122.172
13858,199900.0,5,1.75,1798,11232,1.0,3,7,1967,47.3266,-122.291
13859,329900.0,3,1.75,1670,5209,1.5,5,7,1908,47.5362,-122.271
13860,898000.0,3,2.25,2580,11060,1.0,3,8,1964,47.6113,-122.164
13862,375000.0,4,2.5,2790,7956,2.0,3,9,2005,47.3681,-122.31
13863,365000.0,3,2.5,2190,5091,2.0,3,8,2004,47.3506,-122.039
13864,530000.0,4,2.75,2280,2850,1.5,4,7,1930,47.6871,-122.307
13865,225500.0,3,1.0,1100,5200,1.0,4,6,1969,47.3643,-122.081
13866,318000.0,4,2.25,2180,7000,1.0,3,8,1969,47.4651,-122.192
13867,910000.0,4,2.5,2770,9798,2.0,4,9,1986,47.562,-122.081
13868,207000.0,3,1.0,1980,18730,1.0,4,7,1943,47.3221,-122.282
13869,1886700.0,5,3.5,4180,17935,2.0,3,11,2004,47.5873,-122.202
13870,624500.0,6,3.0,3030,31920,1.0,4,8,1980,47.575,-122.033
13871,640000.0,3,2.5,1690,1553,2.5,3,8,2007,47.6443,-122.385
13872,500000.0,3,2.0,1990,65340,2.0,3,8,1986,47.4726,-121.99
13873,390000.0,5,1.75,2250,8970,1.0,4,7,1966,47.7217,-122.188
13874,284000.0,3,2.25,2080,2050,1.5,3,7,2003,47.4199,-122.157
13875,620000.0,3,2.0,2460,41343,1.0,4,8,1988,47.5142,-122.021
13876,306000.0,3,2.5,2588,5702,2.0,3,8,2008,47.3453,-122.151
13877,495000.0,4,1.75,2570,12039,1.0,3,8,1978,47.626,-122.048
13878,499950.0,3,2.5,2370,12753,2.0,3,7,2001,47.7359,-121.984
13879,330000.0,3,1.0,1070,10563,1.0,3,7,1969,47.7687,-122.166
13880,665000.0,3,2.0,1940,5820,1.5,5,7,1944,47.6638,-122.362
13881,850000.0,3,2.5,2650,2387,2.0,3,8,1920,47.6315,-122.362
13882,599950.0,4,2.5,2290,6318,2.0,4,8,1988,47.57,-122.02
13883,360000.0,4,2.5,2050,9143,2.0,3,8,1992,47.4597,-122.355
13884,699000.0,3,2.5,2680,5497,2.0,3,9,2001,47.7043,-122.128
13885,475000.0,3,1.75,1520,8100,1.0,5,6,1945,47.6966,-122.375
13886,575000.0,3,2.0,2690,435600,2.0,3,8,1992,47.3477,-122.519
13887,345000.0,2,1.5,1180,844,2.0,3,7,2005,47.5998,-122.3
13888,367950.0,4,2.5,3030,9500,2.0,3,8,1989,47.3511,-122.287
13889,374500.0,3,2.25,1400,11400,2.0,3,8,1984,47.7428,-122.231
13890,607500.0,4,2.5,3000,8100,2.0,3,8,1992,47.7151,-122.305
13891,374000.0,3,1.0,1200,9800,1.0,4,7,1971,47.7412,-122.109
13892,390000.0,3,1.0,1000,6947,1.0,3,7,1947,47.7142,-122.319
13893,705000.0,4,3.25,2740,5339,2.5,3,9,2004,47.6706,-122.356
13894,467000.0,3,2.5,1990,4978,2.0,3,8,2004,47.5323,-121.856
13895,243500.0,3,3.0,2110,7794,1.0,3,6,1981,47.4005,-122.293
13896,593000.0,3,2.75,1830,1850,2.0,3,10,2011,47.5307,-122.074
13897,223000.0,3,1.0,940,7980,1.0,3,6,1961,47.5107,-122.345
13899,400000.0,3,2.0,2260,11305,1.0,3,7,1986,47.4544,-122.204
13900,772000.0,4,2.75,3470,70131,1.0,4,8,1962,47.6339,-122.18
13901,593777.0,3,1.75,1510,10450,1.0,4,7,1964,47.684,-122.113
13902,539500.0,4,3.5,2710,5722,2.0,4,8,1997,47.5591,-122.302
13903,550000.0,3,2.5,2080,2625,2.0,3,8,2006,47.5469,-121.997
13904,265000.0,2,2.0,1860,10856,1.0,3,8,1952,47.4989,-122.265
13905,428000.0,3,1.75,2120,9350,1.0,3,7,1979,47.7562,-122.145
13906,505000.0,3,2.0,1110,8375,1.0,5,7,1951,47.6978,-122.297
13908,230000.0,3,1.75,1520,15344,1.0,3,8,1968,47.3308,-122.365
13909,695000.0,4,2.5,2650,9990,2.0,3,10,1990,47.5605,-122.016
13911,712500.0,3,1.75,1770,2800,1.5,3,7,1914,47.6631,-122.357
13912,480000.0,3,2.5,2200,4692,2.0,3,8,2005,47.7761,-122.169
13913,470000.0,3,2.5,2000,8424,1.0,4,7,1968,47.7089,-122.201
13914,335000.0,3,1.75,1730,15003,1.0,3,7,1980,47.6923,-121.92
13915,270000.0,3,1.5,1300,7907,1.0,3,7,1970,47.3737,-122.224
13917,589000.0,3,3.0,1720,954,3.0,3,8,2006,47.648,-122.358
13918,415000.0,2,1.0,880,4558,1.0,3,7,1951,47.6803,-122.287
13919,197000.0,4,2.25,1790,13200,1.0,3,7,1979,47.4672,-122.185
13920,235500.0,3,1.5,1380,7600,1.0,4,7,1971,47.3489,-122.306
13921,460000.0,3,2.25,1530,1840,2.0,3,8,2008,47.587,-122.301
13922,572500.0,5,1.75,2330,4947,1.0,4,8,1955,47.5352,-122.392
13923,302000.0,5,2.0,1540,9629,1.0,4,7,1960,47.4915,-122.143
13924,870000.0,3,2.5,3210,8630,2.0,4,10,1990,47.6939,-122.189
13925,485000.0,3,1.0,1130,5758,1.0,3,7,1939,47.6413,-122.401
13926,240000.0,3,2.0,1460,7526,1.0,3,7,1968,47.3463,-122.304
13927,383000.0,3,1.75,1410,7215,1.0,3,7,1967,47.7343,-122.193
13928,750000.0,4,2.75,1750,5080,1.5,3,8,1903,47.6143,-122.305
13929,409950.0,2,1.75,1370,5125,1.0,5,6,1944,47.6926,-122.346
13930,246000.0,3,1.5,1780,23819,1.0,3,7,1953,47.4912,-122.312
13931,860000.0,4,1.75,1890,4500,2.0,5,7,1937,47.6751,-122.289
13932,339950.0,3,2.25,1630,12295,2.0,4,7,1985,47.4279,-122.161
13933,315000.0,5,1.75,2320,8100,1.0,4,7,1956,47.4631,-122.341
13934,698000.0,3,2.5,2580,4636,2.0,3,9,2006,47.6201,-122.025
13935,419000.0,2,2.5,1470,2034,2.0,4,8,1985,47.6213,-122.153
13936,372000.0,3,1.0,2298,10140,1.0,3,7,1969,47.6909,-122.083
13937,425000.0,3,2.5,1960,4709,2.0,3,7,2003,47.5322,-121.871
13938,386500.0,3,2.25,2950,8036,1.5,3,8,1963,47.7239,-122.313
13939,348000.0,2,1.0,670,7312,1.0,3,5,1942,47.7145,-122.285
13940,754000.0,5,3.5,3020,15305,2.0,3,10,1978,47.5627,-122.216
13942,891500.0,3,2.5,3090,20785,2.0,4,10,1991,47.5602,-122.03
13943,349950.0,4,1.75,1780,5000,1.0,5,7,1903,47.5329,-122.292
13944,360000.0,2,1.0,1420,81892,1.0,3,7,1956,47.4342,-122.195
13946,449250.0,4,2.0,1480,3844,1.5,5,7,1928,47.7042,-122.352
13947,350000.0,4,2.25,2190,3850,2.0,3,7,2006,47.4854,-122.16
13950,834000.0,3,2.25,2550,4089,2.0,3,9,1983,47.6272,-122.297
13951,466950.0,3,1.0,1360,3880,1.0,3,7,1963,47.6837,-122.391
13953,762300.0,4,2.5,3880,14550,2.0,3,10,1987,47.6378,-122.04
13954,733000.0,6,2.75,2730,5000,1.0,3,8,1962,47.6751,-122.38
13956,1160000.0,5,3.25,4290,7019,2.5,4,10,1927,47.6439,-122.302
13957,420000.0,3,2.5,1770,3993,2.0,3,8,1999,47.6027,-122.02
13958,549000.0,3,2.25,1920,10961,2.0,3,8,1981,47.6432,-122.057
13959,518000.0,4,2.5,2320,4000,1.5,5,8,1905,47.6048,-122.298
13960,695000.0,4,2.5,2961,12146,2.0,3,9,1998,47.5839,-122.052
13961,485000.0,3,2.5,1680,7385,2.0,3,8,1988,47.6194,-122.041
13962,280000.0,3,1.75,1590,27200,1.5,4,6,1926,47.4238,-122.052
13963,306500.0,2,1.0,1420,16400,1.5,4,6,1943,47.3221,-122.344
13964,720000.0,2,1.0,1370,9460,1.0,3,6,1950,47.6238,-122.191
13968,267800.0,2,1.0,700,6000,1.0,4,6,1949,47.7515,-122.316
13969,625000.0,4,2.75,2390,6979,2.0,3,8,1993,47.5703,-121.996
13971,395000.0,4,2.0,1780,8149,1.5,4,7,1948,47.745,-122.302
13973,425000.0,2,1.0,1040,4040,1.0,3,7,1928,47.6829,-122.393
13975,420000.0,3,2.5,1970,3667,2.0,3,7,2004,47.5321,-121.851
13976,800000.0,4,2.25,2120,9921,2.0,3,8,1981,47.5593,-122.082
13977,575000.0,3,2.5,1960,9535,2.0,3,8,1989,47.7371,-122.215
13978,915000.0,3,3.25,2660,4000,2.0,3,9,2003,47.6186,-122.288
13979,400000.0,3,2.25,1180,14258,2.0,3,7,1987,47.7112,-122.238
13981,235000.0,3,1.0,1250,7592,1.0,5,7,1961,47.3604,-122.111
13982,599950.0,5,3.0,2600,13674,1.0,5,8,1967,47.7176,-122.302
13983,481203.0,2,1.0,940,3800,1.0,3,7,1929,47.6798,-122.292
13985,379000.0,3,2.5,1530,2913,2.0,4,7,1986,47.6939,-122.184
13986,626000.0,3,1.75,2430,5000,2.0,4,7,1945,47.6785,-122.372
13987,535000.0,2,1.0,1030,4841,1.0,3,7,1939,47.686,-122.341
13988,1225000.0,4,2.5,2740,16007,2.0,3,9,1984,47.6353,-122.229
13989,410000.0,2,1.5,1180,1034,2.0,3,7,2001,47.678,-122.322
13991,326250.0,3,1.0,1060,9663,1.0,3,7,1967,47.7244,-122.226
13992,200000.0,2,1.0,790,5985,1.0,3,6,1944,47.4941,-122.24
13993,880000.0,4,2.5,3070,8250,1.0,5,8,1958,47.5935,-122.172
13994,370000.0,2,2.0,2100,58488,2.0,3,9,2005,47.72,-121.402
13995,190000.0,2,2.5,1100,1737,2.0,3,8,2006,47.4499,-122.189
13996,160000.0,2,1.0,1070,4200,1.0,4,6,1983,47.3336,-122.215
13997,625000.0,4,3.0,2190,12825,1.0,3,9,1989,47.7107,-122.229
13998,590000.0,4,3.5,3450,6873,2.0,3,10,2004,47.459,-122.118
13999,575000.0,3,2.5,2070,3599,2.0,3,8,1999,47.6679,-122.165
14000,470000.0,2,1.0,1190,5200,1.0,5,7,1912,47.6939,-122.348
14001,130000.0,2,1.0,600,1500,1.0,4,4,1900,47.5289,-122.033
14002,229000.0,3,1.0,940,8400,1.0,3,7,1958,47.5108,-122.165
14003,279900.0,3,1.0,1280,12928,1.5,3,6,1942,47.3215,-122.399
14004,307000.0,3,1.0,1370,7500,1.0,3,7,1960,47.6499,-121.915
14005,399950.0,3,1.75,2450,15001,1.0,3,7,1989,47.6957,-121.913
14006,405000.0,4,2.25,1970,15743,1.0,3,7,1962,47.7673,-122.202
14007,539950.0,4,2.75,2910,9000,1.0,4,8,1966,47.544,-122.176
14008,129000.0,2,1.0,760,5240,1.0,3,6,1949,47.388,-122.234
14009,340000.0,3,1.75,1270,8422,1.0,3,7,1967,47.7601,-122.197
14010,214950.0,3,1.75,1570,4875,1.0,4,7,1977,47.3621,-122.094
14012,515000.0,3,1.75,1900,5000,1.0,4,7,1925,47.5677,-122.363
14013,1400000.0,4,2.25,3780,5160,2.0,4,9,1907,47.6275,-122.308
14014,230000.0,3,1.0,1060,9946,1.0,4,7,1956,47.4432,-122.282
14015,681000.0,3,1.75,1880,10032,1.0,4,8,1984,47.5527,-122.16
14016,255000.0,3,1.0,1160,8636,1.0,3,6,1923,47.5097,-122.357
14017,580000.0,2,1.0,860,4013,1.0,3,7,1925,47.6652,-122.338
14018,295000.0,2,2.0,1590,8000,1.0,3,7,1984,47.459,-122.205
14019,286000.0,2,1.0,1170,6543,1.0,3,7,1913,47.537,-122.385
14020,425000.0,3,1.5,1190,8100,1.0,3,7,1947,47.7146,-122.311
14021,170000.0,2,1.0,1300,11400,1.0,3,7,1961,47.3459,-122.299
14022,380000.0,3,2.0,1660,8281,1.0,3,7,1949,47.5568,-122.382
14023,506000.0,3,2.0,1160,6120,1.0,3,7,1947,47.6853,-122.293
14024,315000.0,3,2.5,1950,9618,2.0,3,7,1992,47.4068,-122.18
14025,449950.0,4,2.5,2470,3811,2.0,3,8,1999,47.5362,-121.877
14026,255000.0,3,1.0,1430,12420,1.0,3,7,1964,47.5116,-122.191
14027,289000.0,3,2.5,1970,9607,2.0,3,7,1988,47.3462,-122.286
14028,389000.0,3,1.75,1400,10018,1.0,4,7,1962,47.5327,-122.032
14030,2885000.0,7,3.0,5350,14400,2.5,4,10,1910,47.6295,-122.285
14031,210000.0,3,1.0,920,6612,1.0,3,6,1948,47.548,-122.284
14033,360000.0,4,2.5,2490,4751,2.0,3,7,2001,47.4813,-122.188
14034,875000.0,4,2.5,3030,16000,2.0,3,11,1990,47.7125,-122.081
14035,550000.0,4,2.25,1650,7200,1.0,3,8,1967,47.6384,-122.116
14036,257500.0,3,1.5,1210,12500,1.0,3,7,1962,47.503,-122.351
14037,1075000.0,4,2.75,2990,7389,1.5,4,8,1923,47.5711,-122.284
14038,202950.0,2,1.0,1060,5144,1.0,5,6,1969,47.3613,-122.088
14039,622000.0,4,1.75,2680,6120,1.0,5,8,1959,47.6965,-122.393
14040,455000.0,4,1.75,1790,45738,1.0,3,8,1976,47.7453,-122.129
14042,257000.0,2,1.0,770,9497,1.0,3,6,1950,47.7407,-122.351
14043,744500.0,5,2.5,2700,16570,1.0,4,8,1967,47.6144,-122.167
14044,885000.0,4,2.5,2620,9157,2.0,3,8,1996,47.6916,-122.203
14045,355000.0,2,2.25,930,747,2.0,3,8,2007,47.5844,-122.316
14046,240000.0,3,1.0,1340,7000,1.0,4,7,1978,47.3742,-122.149
14047,169000.0,3,1.5,1470,18459,2.0,4,6,1916,47.3302,-122.36
14048,639900.0,3,2.5,2330,4160,2.0,4,8,1992,47.6367,-122.109
