,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,_Entire home/apt,_Private room,_Shared room
29848,40.83755,-73.94224,3.9318256327243257,1,3,0.19,1,0,0,1,0
29849,40.757940000000005,-73.83234,5.017279836814924,2,54,3.1,7,70,1,0,0
29850,40.7116,-73.99568000000001,5.170483995038151,2,8,0.46,1,0,1,0,0
29852,40.5895,-74.09663,3.044522437723423,4,1,0.06,1,0,0,0,1
29853,40.68156,-73.93722,4.948759890378168,4,19,1.32,1,76,1,0,0
29857,40.69665,-73.85114,3.9318256327243257,4,1,0.06,1,0,1,0,0
29858,40.645790000000005,-73.97383,4.060443010546419,3,94,5.4,2,69,1,0,0
29860,40.647859999999994,-73.96125,4.61512051684126,2,1,0.06,1,0,1,0,0
29861,40.750659999999996,-73.9804,5.25227342804663,1,5,0.29,1,0,1,0,0
29862,40.82101,-73.94065,4.875197323201151,4,3,0.18,1,0,1,0,0
29863,40.6996,-73.91492,4.189654742026425,3,12,0.89,1,0,0,1,0
29864,40.704190000000004,-73.75116,3.258096538021482,3,60,3.61,1,350,0,1,0
29865,40.76475,-73.9289,5.170483995038151,1,21,1.2,1,85,1,0,0
29866,40.6899,-73.93559,6.111467339502679,2,27,1.79,2,364,1,0,0
29867,40.72249,-73.75486,5.303304908059076,2,58,3.6,1,152,1,0,0
29868,40.75735,-73.87845,4.02535169073515,2,11,0.71,2,179,0,1,0
29869,40.71889,-73.99686,5.993961427306569,2,2,0.19,2,3,1,0,0
29870,40.67031,-73.98603,5.303304908059076,2,6,0.36,1,0,1,0,0
29871,40.77799,-73.90807,4.948759890378168,1,67,4.14,1,145,1,0,0
29872,40.71884,-73.98354,5.081404364984463,4,23,2.29,1,102,0,1,0
29873,40.76853,-73.9172,4.61512051684126,1,13,0.91,1,172,0,1,0
29874,40.76546,-73.99253,4.51085950651685,2,12,0.71,2,338,0,1,0
29876,40.690540000000006,-73.97892,4.564348191467836,2,5,0.74,1,0,0,1,0
29877,40.71691,-73.96302,5.303304908059076,3,19,1.1,1,4,1,0,0
29878,40.66621,-73.99256,5.135798437050262,1,2,0.16,3,115,0,1,0
29879,40.74807,-73.73674,4.189654742026425,2,29,1.68,1,240,0,1,0
29880,40.74142,-74.0025,5.017279836814924,2,4,0.25,1,0,1,0,0
29881,40.653690000000005,-73.95565,4.189654742026425,3,22,1.4,1,89,0,1,0
29883,40.74882,-73.97788,5.5254529391317835,3,9,0.57,1,0,1,0,0
29885,40.77602,-73.95062,5.860786223465865,3,15,0.9,1,5,1,0,0
29887,40.6092,-73.9572,3.332204510175204,1,1,0.06,1,0,0,1,0
29888,40.676970000000004,-73.96316999999999,4.7535901911063645,3,37,2.29,1,13,1,0,0
29889,40.702890000000004,-73.92594,4.31748811353631,3,37,2.27,1,46,0,1,0
29890,40.71412,-74.00984,4.709530201312334,3,1,0.06,1,0,0,1,0
29891,40.721959999999996,-73.98083000000001,5.003946305945459,4,20,1.39,1,121,1,0,0
29892,40.72957,-73.98724,5.017279836814924,2,6,0.35,1,0,1,0,0
29894,40.58198,-73.9577,3.58351893845611,1,67,3.83,5,186,0,1,0
29895,40.67074,-73.94896,4.836281906951478,3,63,4.36,1,165,1,0,0
29896,40.820890000000006,-73.95018,4.189654742026425,1,50,3.69,1,1,0,1,0
29897,40.68804,-73.93013,5.017279836814924,1,14,0.82,2,307,1,0,0
29898,40.73573,-73.98755,5.017279836814924,30,5,0.3,1,53,1,0,0
29899,40.67432,-73.9391,4.110873864173311,133,12,0.71,2,0,1,0,0
29900,40.85407,-73.83264,4.248495242049359,3,69,4.21,1,21,1,0,0
29901,40.86407,-73.92822,4.2626798770413155,14,2,0.19,1,0,1,0,0
29902,40.70068,-73.91008000000001,4.77912349311153,6,2,0.13,1,0,1,0,0
29903,40.80375,-73.93599,4.7535901911063645,3,67,3.98,2,132,1,0,0
29904,40.6784,-73.8924,4.61512051684126,1,43,2.65,1,365,0,1,0
29905,40.74711,-73.88188000000001,4.836281906951478,3,56,3.76,1,107,1,0,0
29906,40.72169,-73.98279000000001,5.991464547107982,4,43,2.55,1,161,1,0,0
29908,40.77395,-73.95493,4.61512051684126,3,16,0.95,1,20,1,0,0
29909,40.70581,-73.93454,4.61512051684126,2,2,0.12,1,0,1,0,0
29910,40.728390000000005,-73.99436999999999,6.206575926724928,6,12,0.84,4,52,1,0,0
29911,40.81767,-73.93771,4.795790545596741,4,21,1.25,1,128,1,0,0
29912,40.708490000000005,-73.94535,4.948759890378168,3,1,0.11,1,0,0,1,0
29913,40.74208,-73.92414000000001,3.9318256327243257,2,51,3.17,1,36,0,1,0
29914,40.849340000000005,-73.83345,4.787491742782046,3,28,1.68,1,351,1,0,0
29915,40.7117,-73.9624,5.303304908059076,3,40,2.3,2,279,1,0,0
29916,40.76327,-73.96766,4.983606621708336,30,1,1.0,6,122,1,0,0
29917,40.7434,-73.90588000000001,3.9318256327243257,1,95,5.63,2,0,1,0,0
29918,40.7841,-73.97468,4.836281906951478,30,5,0.34,4,220,1,0,0
29919,40.78904,-73.97171999999999,4.770684624465665,5,1,0.06,1,0,1,0,0
29920,40.77847,-73.95161999999999,5.860786223465865,31,1,0.18,33,327,1,0,0
29921,40.74422,-73.98473,4.983606621708336,2,29,1.67,2,74,0,1,0
29923,40.80557,-73.96441,4.836281906951478,5,1,0.06,1,0,1,0,0
29924,40.77742,-73.95149,5.707110264748875,31,1,0.16,33,248,1,0,0
29925,40.68209,-73.92015,3.9318256327243257,5,9,0.52,1,0,1,0,0
29926,40.77748,-73.9514,4.912654885736052,31,1,0.07,33,338,1,0,0
29928,40.85929,-73.84229,4.110873864173311,3,41,2.44,1,23,1,0,0
29929,40.77721,-73.94997,5.707110264748875,31,5,0.31,33,326,1,0,0
29931,40.77717,-73.95130999999999,5.707110264748875,31,8,0.49,33,342,1,0,0
29932,40.68799,-73.95201999999999,4.709530201312334,2,58,3.39,1,62,1,0,0
29934,40.71181,-73.96383,4.653960350157523,1,27,1.67,1,84,1,0,0
29935,40.638000000000005,-74.01619000000001,3.6888794541139363,1,14,1.0,8,127,0,1,0
29936,40.71415,-73.91426,3.828641396489095,1,55,3.26,2,27,0,1,0
29937,40.67191,-73.92669000000001,5.187385805840755,2,19,1.13,4,257,1,0,0
29938,40.66896,-73.95347,5.3981627015177525,4,4,0.24,1,0,1,0,0
29940,40.68651,-73.91384000000001,4.02535169073515,1,4,0.23,26,179,0,1,0
29941,40.69727,-73.98552,4.584967478670572,31,8,0.59,2,138,1,0,0
29942,40.699459999999995,-73.89079,3.58351893845611,1,89,5.31,6,256,0,1,0
29943,40.76393,-73.86444,4.394449154672439,2,1,0.11,1,219,0,1,0
29945,40.69842,-73.92378000000001,3.9318256327243257,5,14,0.88,2,0,0,1,0
29946,40.75305,-73.93486999999999,4.23410650459726,1,23,1.33,1,298,0,1,0
29947,40.71563,-73.9398,4.948759890378168,2,18,1.07,1,36,1,0,0
29948,40.81064,-73.95734,5.017279836814924,14,6,0.41,1,0,0,1,0
29951,40.71218,-73.96710999999999,4.330733340286331,7,2,0.13,1,0,1,0,0
29953,40.70312,-73.98416,4.875197323201151,30,3,0.24,1,339,1,0,0
29954,40.67218,-73.94086999999999,4.543294782270004,1,77,4.49,1,55,1,0,0
29955,40.79653,-73.96887,4.330733340286331,1,32,1.87,1,0,1,0,0
29956,40.641290000000005,-73.91315999999999,4.875197323201151,3,141,8.21,2,114,1,0,0
29957,40.67087,-73.91293,4.189654742026425,2,23,2.88,1,20,1,0,0
29958,40.72998,-73.9839,4.605170185988092,2,15,0.89,1,0,1,0,0
29959,40.67958,-73.90858,4.787491742782046,3,54,3.58,2,240,1,0,0
29960,40.816179999999996,-73.94355,4.02535169073515,2,11,1.15,1,0,0,1,0
29961,40.67966,-73.93045,4.189654742026425,1,70,4.9,2,291,0,1,0
29963,40.6849,-73.91811,4.948759890378168,3,30,1.88,1,122,1,0,0
29964,40.84697,-73.93776,3.4011973816621555,1,13,0.75,2,0,0,0,1
29965,40.71043,-73.95575,4.553876891600541,2,52,3.26,1,126,0,1,0
29966,40.84861,-73.93715999999999,4.290459441148391,2,11,0.64,2,0,1,0,0
29967,40.74252,-73.8899,3.4657359027997265,3,21,1.27,2,111,0,1,0
29968,40.8045,-73.96383,5.017279836814924,6,1,0.06,1,0,1,0,0
29969,40.712759999999996,-73.95897,5.5254529391317835,3,41,2.94,1,235,1,0,0
29970,40.65625,-73.91901,4.394449154672439,7,2,0.13,9,58,0,1,0
29971,40.65501,-73.91886,4.394449154672439,5,2,0.14,9,89,0,1,0
29972,40.726290000000006,-73.98416999999999,5.017279836814924,2,20,1.19,1,2,1,0,0
29973,40.68728,-73.82875,4.330733340286331,2,1,0.06,2,48,0,1,0
29974,40.766490000000005,-73.82991,3.912023005428146,7,28,1.68,1,0,0,1,0
29975,40.800259999999994,-73.96425,4.454347296253507,2,25,1.48,1,0,0,1,0
29976,40.6873,-73.82737,4.430816798843313,1,9,0.55,2,48,0,1,0
29977,40.76354,-73.96189,4.912654885736052,4,3,0.19,1,60,1,0,0
29978,40.73718,-73.99851,4.61512051684126,1,1,0.06,1,0,1,0,0
29979,40.84502,-73.94078,3.258096538021482,1,51,2.99,3,365,0,0,1
29980,40.7457,-73.97672,5.799092654460526,4,12,0.91,2,59,1,0,0
29981,40.83051,-73.94537,3.8918202981106265,1,13,0.77,1,0,0,1,0
29983,40.6718,-73.92678000000001,4.02535169073515,2,34,1.99,4,341,0,1,0
29984,40.74742,-73.9766,5.902633333401366,5,14,0.86,2,50,1,0,0
29985,40.71269,-73.98713000000001,5.017279836814924,2,10,0.58,1,6,1,0,0
29986,40.69181,-73.9331,4.605170185988092,3,16,1.24,3,360,0,1,0
29987,40.68975,-73.93327,4.700480365792417,3,19,1.37,3,360,0,1,0
29988,40.71371,-73.95189,3.713572066704308,4,5,0.38,3,61,0,1,0
29990,40.65331,-73.96271,4.07753744390572,2,2,0.12,1,0,0,1,0
29991,40.74281,-73.95044,4.343805421853684,1,13,0.86,1,0,0,1,0
29992,40.746520000000004,-73.90738,5.66988092298052,4,10,0.91,2,271,1,0,0
29993,40.74279,-73.90419,4.189654742026425,2,14,0.84,1,0,1,0,0
29994,40.731429999999996,-74.00338,6.7464121285733745,3,27,1.57,1,344,1,0,0
29995,40.7654,-73.98039,5.081404364984463,2,3,0.17,1,0,1,0,0
29996,40.7773,-73.95652,5.420534999272286,2,12,0.71,1,363,1,0,0
29997,40.65175,-73.96408000000001,4.51085950651685,30,4,0.24,1,342,1,0,0
29998,40.70114,-73.91705,4.2626798770413155,2,29,1.71,1,16,0,1,0
29999,40.69552,-73.94835,3.828641396489095,7,11,0.64,1,0,0,1,0
30000,40.72939,-73.98553000000001,4.61512051684126,4,5,0.3,1,0,1,0,0
30001,40.80878,-73.95777,4.51085950651685,10,5,0.31,1,0,1,0,0
30003,40.88049,-73.8613,3.7376696182833684,3,1,0.06,4,0,0,1,0
30004,40.73384,-73.95782,5.0106352940962555,4,2,0.16,2,0,1,0,0
30005,40.8805,-73.86178000000001,3.828641396489095,1,1,0.06,4,0,0,1,0
30006,40.79661,-73.93831999999999,3.713572066704308,5,3,0.18,1,0,0,1,0
30007,40.69017,-73.86683000000001,4.51085950651685,4,64,3.71,1,106,1,0,0
30008,40.8987,-73.86389,3.4011973816621555,1,81,4.93,4,192,0,1,0
30009,40.77074,-73.87342,5.552959584921617,1,95,6.51,6,341,1,0,0
30010,40.72651,-73.99195999999999,5.69035945432406,2,15,0.94,1,51,1,0,0
30012,40.68928,-73.95541,4.2626798770413155,1,53,3.29,7,264,0,1,0
30013,40.82748,-73.95083000000001,4.189654742026425,4,10,0.6,1,2,0,1,0
30014,40.6896,-73.95653,4.143134726391533,1,27,1.69,7,248,0,1,0
30015,40.711909999999996,-73.90630999999999,4.110873864173311,4,2,0.19,1,0,1,0,0
30017,40.737159999999996,-73.99764,5.420534999272286,7,10,0.78,1,279,1,0,0
30018,40.75524,-73.90701,3.912023005428146,4,5,0.36,1,87,0,1,0
30019,40.71147,-73.96,5.786897381366708,2,7,0.61,1,96,1,0,0
30020,40.79728,-73.97348000000001,4.61512051684126,1,28,1.66,3,270,0,1,0
30021,40.84693,-73.94205,4.219507705176107,15,1,0.06,1,1,1,0,0
30022,40.6897,-73.96535,4.51085950651685,2,19,1.23,1,149,0,1,0
30023,40.67544,-73.94023,3.828641396489095,2,21,1.35,2,339,0,1,0
30024,40.72943,-73.99277,6.206575926724928,4,7,0.46,4,63,1,0,0
30025,40.74107,-73.988,4.727387818712341,4,14,0.9,2,1,0,1,0
30026,40.71608,-73.99081,5.081404364984463,4,32,1.96,1,0,1,0,0
30027,40.8273,-73.88906,3.6375861597263857,1,7,0.41,2,0,0,1,0
30028,40.6786,-73.98705,4.653960350157523,4,10,0.73,1,98,1,0,0
30029,40.7592,-73.97017,4.564348191467836,2,56,3.33,1,54,0,1,0
30030,40.84882,-73.90263,4.394449154672439,3,20,1.18,2,36,0,1,0
30031,40.79037,-73.9458,4.7535901911063645,2,3,0.22,1,1,1,0,0
30032,40.59868,-73.99202,5.003946305945459,4,26,1.68,2,92,1,0,0
30033,40.6752,-73.96385,4.330733340286331,2,6,0.37,1,0,1,0,0
30034,40.68206,-73.95998,5.159055299214529,2,3,0.26,1,0,1,0,0
30035,40.85662,-73.89797,4.189654742026425,2,5,0.3,1,0,0,1,0
30036,40.77418,-73.91889,4.330733340286331,3,13,0.78,1,1,1,0,0
30039,40.728359999999995,-73.99961,5.707110264748875,2,13,0.77,2,0,1,0,0
30040,40.72605,-74.00072,5.135798437050262,1,1,0.18,1,180,1,0,0
30041,40.70425,-73.92624,4.110873864173311,4,10,0.58,1,88,0,1,0
30042,40.64593,-73.97745,4.442651256490317,3,38,2.36,3,0,1,0,0
30043,40.77029,-73.95526,4.7535901911063645,4,26,1.66,1,16,1,0,0
30044,40.69113,-73.86778000000001,4.672828834461906,4,57,3.73,2,113,1,0,0
30045,40.672259999999994,-73.97251,4.61512051684126,10,11,0.67,1,0,1,0,0
30046,40.7675,-73.90911,4.61512051684126,1,3,0.41,1,0,0,1,0
30047,40.66322,-73.95142,3.9318256327243257,2,58,3.44,1,52,0,1,0
30048,40.640859999999996,-73.9547,4.02535169073515,4,8,0.53,1,0,1,0,0
30049,40.70828,-73.75276,4.795790545596741,3,59,3.49,1,52,1,0,0
30050,40.66186,-73.99505,4.795790545596741,1,59,3.69,1,22,1,0,0
30051,40.74216,-73.99673,4.852030263919617,5,30,2.0,1,32,1,0,0
30052,40.73799,-73.97821,5.081404364984463,3,36,2.14,3,266,1,0,0
30053,40.75584,-73.99559,5.303304908059076,3,2,0.14,2,0,1,0,0
30054,40.71662,-73.94514000000001,4.770684624465665,2,14,0.82,1,0,1,0,0
30055,40.86578,-73.86534,5.5254529391317835,2,22,1.44,5,361,1,0,0
30056,40.647259999999996,-73.95936999999999,4.343805421853684,14,1,0.06,1,41,1,0,0
30057,40.83416,-73.94375,3.4339872044851463,5,2,0.14,1,0,0,1,0
30058,40.68822,-73.9124,3.713572066704308,1,10,0.58,2,0,0,1,0
30063,40.75546,-73.99582,5.198497031265826,3,31,1.98,2,4,1,0,0
30065,40.77579,-73.95628,4.770684624465665,5,1,0.08,1,0,1,0,0
30066,40.7216,-73.98959,4.875197323201151,10,4,0.38,1,35,1,0,0
30067,40.74879,-73.88342,4.0943445622221,1,24,1.43,1,5,0,1,0
30068,40.68293,-73.98849,4.553876891600541,3,5,0.3,1,0,1,0,0
30070,40.705690000000004,-73.95300999999999,4.02535169073515,2,5,0.3,1,0,0,1,0
30071,40.7255,-73.84755,4.248495242049359,2,1,0.06,1,0,1,0,0
30072,40.76444,-73.86907,4.394449154672439,1,73,4.57,2,30,0,1,0
30073,40.84718,-73.91378,3.044522437723423,1,9,0.53,1,0,0,0,1
30074,40.69874,-73.92496,3.713572066704308,3,51,3.0,2,51,0,1,0
30075,40.77394,-73.95251999999999,4.852030263919617,1,1,0.08,1,0,1,0,0
30076,40.75115,-73.99786999999999,4.1588830833596715,7,4,0.39,1,31,0,1,0
30077,40.687059999999995,-73.95636999999999,4.564348191467836,1,22,1.33,1,36,0,1,0
30078,40.80115,-73.96282,4.330733340286331,1,1,0.06,1,88,0,1,0
30079,40.7681,-73.82265,3.9318256327243257,2,1,0.06,1,0,0,1,0
30080,40.747859999999996,-73.94628,7.1316985104669115,1,1,0.06,1,173,0,0,1
30082,40.71937,-73.90442,3.713572066704308,1,2,0.13,2,169,0,1,0
30083,40.74668,-73.97309,4.983606621708336,10,2,0.13,1,0,1,0,0
30084,40.71967,-73.99583,4.912654885736052,31,5,0.37,11,122,1,0,0
30085,40.74759,-73.91445999999999,3.8066624897703196,1,78,4.62,2,116,0,1,0
30086,40.6455,-73.95975,4.2626798770413155,14,5,0.3,1,0,0,1,0
30088,40.68357,-73.93753000000001,3.7612001156935624,2,89,5.54,2,4,0,1,0
30089,40.71172,-73.98864,3.5263605246161616,100,2,0.18,4,320,0,0,1
30090,40.69076,-73.95883,4.2626798770413155,1,18,1.07,1,362,0,1,0
30095,40.82015,-73.95747,4.61512051684126,6,5,0.31,1,0,1,0,0
30096,40.772259999999996,-73.95631,4.983606621708336,5,5,0.3,1,0,1,0,0
30097,40.68261,-73.95187,4.330733340286331,2,17,1.07,1,115,0,1,0
30098,40.79788,-73.96235,5.5254529391317835,30,2,0.19,12,310,1,0,0
30099,40.74827,-73.98828,5.017279836814924,3,27,1.79,1,320,1,0,0
30100,40.8298,-73.93984,4.189654742026425,2,25,1.5,1,30,0,1,0
30101,40.730909999999994,-74.00001999999999,5.075173815233827,1,77,5.3,1,50,1,0,0
30102,40.69839,-73.92044,4.189654742026425,2,8,0.52,2,8,0,1,0
30104,40.68651,-73.96604,5.303304908059076,5,1,1.0,1,0,1,0,0
30105,40.70663,-73.89709,4.110873864173311,1,44,2.57,1,84,0,1,0
30106,40.74301,-73.8954,3.8501476017100584,1,2,0.16,1,96,0,1,0
30108,40.676159999999996,-73.96466,4.248495242049359,3,7,0.41,1,0,1,0,0
30110,40.72742,-73.95066,5.25227342804663,2,5,0.32,2,5,1,0,0
30114,40.72612,-73.95691,4.836281906951478,2,48,3.0,1,48,1,0,0
30115,40.59078,-74.07504,4.276666119016055,2,30,1.8,1,306,1,0,0
30116,40.707570000000004,-73.95387,5.017279836814924,4,82,4.86,1,331,1,0,0
30117,40.7149,-73.80915999999999,4.394449154672439,5,51,3.23,1,57,1,0,0
30118,40.642790000000005,-74.00515,4.2626798770413155,30,10,0.62,3,183,1,0,0
30119,40.80086,-73.93979,4.394449154672439,5,15,0.93,1,46,1,0,0
30120,40.689009999999996,-73.90768,3.784189633918261,2,39,2.31,2,0,0,1,0
30121,40.76163,-73.97113,5.351858133476067,1,108,6.4,3,216,1,0,0
30122,40.694720000000004,-73.98337,4.897839799950911,3,2,0.15,1,0,1,0,0
30123,40.641090000000005,-73.97503,3.9318256327243257,1,1,0.06,1,0,0,1,0
30124,40.74524,-73.8876,4.61512051684126,60,2,0.17,1,132,1,0,0
30125,40.831179999999996,-73.94325,3.871201010907891,2,83,4.97,2,48,0,1,0
30126,40.77603,-73.95573,4.605170185988092,3,35,2.22,1,162,0,1,0
30127,40.68807,-73.93634,5.017279836814924,4,42,2.69,1,244,1,0,0
30129,40.775059999999996,-73.95335,4.394449154672439,1,1,0.06,1,170,0,0,1
30131,40.83168,-73.91977,3.871201010907891,5,33,1.96,1,176,0,1,0
30132,40.693059999999996,-73.94475,3.8066624897703196,3,9,0.54,2,0,0,1,0
30133,40.6893,-73.94573000000001,4.219507705176107,3,16,1.11,2,307,0,1,0
30134,40.773540000000004,-73.82370999999999,4.110873864173311,2,25,1.54,7,14,0,1,0
30135,40.6943,-73.93935,3.9318256327243257,1,33,2.29,1,0,0,1,0
30136,40.63462,-74.08136,5.5053315359323625,2,37,2.28,1,216,1,0,0
30137,40.680820000000004,-73.92161999999999,3.4011973816621555,1,65,3.88,1,5,0,1,0
30138,40.65511,-74.001,5.198497031265826,7,1,0.09,1,0,1,0,0
30139,40.72923,-73.98196999999999,5.247024072160486,1,40,2.37,1,73,1,0,0
30140,40.704679999999996,-73.92481,3.7376696182833684,1,82,5.0,1,30,0,1,0
30141,40.77202,-73.91292,4.110873864173311,2,26,2.49,1,112,0,1,0
30142,40.71399,-73.95363,4.795790545596741,2,45,2.79,1,19,1,0,0
30143,40.739000000000004,-74.00115,4.820281565605037,2,6,0.38,1,34,1,0,0
30144,40.75377,-73.97223000000001,5.8289456176102075,3,40,2.63,12,0,1,0,0
30145,40.679140000000004,-74.0063,4.836281906951478,3,1,0.16,1,0,1,0,0
30146,40.70991,-73.91832,3.4339872044851463,3,13,0.84,2,65,0,1,0
30147,40.8315,-73.92047,4.007333185232471,1,16,0.99,1,69,0,1,0
30148,40.672940000000004,-73.95943,4.330733340286331,3,9,0.54,1,280,1,0,0
30149,40.71483,-73.99287,4.532599493153256,7,9,0.53,1,4,1,0,0
30150,40.70794,-73.94532,4.875197323201151,5,61,3.84,2,185,1,0,0
30151,40.68215,-73.97372,4.02535169073515,2,2,0.13,1,0,0,1,0
30152,40.68705,-73.91425,3.58351893845611,3,4,0.24,1,0,0,1,0
30153,40.66179,-73.95879000000001,4.330733340286331,4,2,0.12,1,0,1,0,0
30155,40.744820000000004,-73.99882,5.198497031265826,1,72,4.67,3,223,1,0,0
30156,40.657740000000004,-73.99927,4.499809670330265,1,113,6.7,1,13,1,0,0
30157,40.79701,-73.96933,4.543294782270004,1,27,1.69,3,190,0,1,0
30159,40.76105,-73.82316999999999,4.454347296253507,30,4,0.31,15,232,1,0,0
30160,40.805409999999995,-73.93658,4.394449154672439,1,54,3.74,3,180,0,1,0
30161,40.69158,-73.95958,5.017279836814924,4,6,0.63,1,11,1,0,0
30162,40.72291,-73.94781,4.61512051684126,1,7,0.46,1,0,0,1,0
30164,40.71097,-73.9533,5.170483995038151,2,92,5.47,1,96,1,0,0
30165,40.69061,-73.99264000000001,4.736198448394496,3,4,0.25,2,0,1,0,0
30166,40.71913,-73.99835,4.248495242049359,2,45,2.75,2,0,0,1,0
30167,40.60434,-74.0169,3.9318256327243257,4,36,2.19,2,316,0,1,0
30168,40.78785,-73.94249,4.663439094112067,4,8,0.5,1,0,1,0,0
30169,40.71395,-73.91373,4.02535169073515,1,72,4.27,2,29,0,1,0
30171,40.73082,-73.86796,4.700480365792417,2,68,4.02,1,54,1,0,0
30172,40.766459999999995,-73.9676,6.2166061010848646,3,56,3.57,2,163,1,0,0
30174,40.67904,-73.94191,4.836281906951478,2,3,0.19,3,0,1,0,0
30175,40.86918,-73.8905,3.5553480614894135,1,2,0.12,2,5,0,1,0
30176,40.664590000000004,-73.98553000000001,5.564520407322694,2,6,0.4,1,1,1,0,0
30177,40.64397,-73.96907,4.23410650459726,2,64,3.89,6,177,0,1,0
30179,40.60859,-73.99331,5.303304908059076,30,19,1.17,2,179,1,0,0
30180,40.82521,-73.94159,5.303304908059076,2,2,0.13,1,0,1,0,0
30181,40.71703,-73.96509,4.836281906951478,31,11,1.29,2,190,1,0,0
30182,40.75159,-73.89437,5.298317366548036,2,39,2.48,2,0,1,0,0
30183,40.71225,-73.95756999999999,4.23410650459726,28,5,0.53,1,258,0,1,0
30184,40.705290000000005,-73.93883000000001,3.6375861597263857,4,2,0.13,1,0,1,0,0
30185,40.690290000000005,-73.92277,4.110873864173311,3,8,0.49,1,0,1,0,0
30186,40.7196,-73.98133,5.707110264748875,3,30,1.77,2,182,1,0,0
30187,40.6858,-73.90734,4.477336814478207,2,70,4.25,1,54,1,0,0
30189,40.7186,-73.95997,5.081404364984463,2,9,0.56,1,157,1,0,0
30190,40.84664,-73.93977,4.983606621708336,2,3,0.2,1,0,1,0,0
30191,40.63179,-74.16122,3.713572066704308,5,1,0.07,1,87,0,1,0
30192,40.604440000000004,-74.01725,3.9318256327243257,4,24,1.69,2,311,0,1,0
30193,40.78648,-73.97923,4.110873864173311,1,34,2.01,4,363,0,0,1
30195,40.74371,-73.90876999999999,4.2626798770413155,1,2,0.15,1,0,0,1,0
30196,40.82932,-73.94575,4.61512051684126,3,2,0.12,2,0,1,0,0
30197,40.7623,-73.99096,5.153291594497779,4,27,1.75,1,42,1,0,0
30198,40.72765,-73.99880999999999,4.330733340286331,1,1,0.07,2,0,0,1,0
30199,40.79497,-73.9477,4.77912349311153,1,7,0.42,1,0,1,0,0
30200,40.741209999999995,-73.98139,5.484796933490655,1,66,4.09,1,83,1,0,0
30201,40.85655,-73.90377,4.30406509320417,2,31,1.83,2,39,0,1,0
30203,40.62422,-74.09316,4.110873864173311,3,90,5.49,1,0,0,1,0
30204,40.69907,-73.85161,3.5553480614894135,1,45,2.66,3,348,0,0,1
30205,40.76165,-73.90839,4.110873864173311,6,11,0.66,11,299,1,0,0
30206,40.717940000000006,-73.9595,4.836281906951478,6,11,0.66,1,0,1,0,0
30208,40.81367,-73.95133,4.02535169073515,2,25,1.57,1,0,0,1,0
30209,40.77839,-73.97613,5.111987788356544,4,53,3.24,1,0,0,1,0
30210,40.69028,-73.95195,3.828641396489095,1,2,0.12,1,0,0,1,0
30211,40.82826,-73.94589,4.2626798770413155,2,8,0.49,1,156,0,1,0
30212,40.75363,-73.88150999999999,4.543294782270004,2,70,4.24,1,89,1,0,0
30213,40.737390000000005,-73.92397,3.912023005428146,1,2,0.31,1,0,0,1,0
30214,40.76506,-73.93234,4.189654742026425,15,1,0.06,1,0,1,0,0
30215,40.8347,-73.94487,4.948759890378168,3,27,1.69,1,348,0,1,0
30217,40.71848,-73.99756,4.61512051684126,1,8,0.49,1,0,0,1,0
30218,40.804970000000004,-73.94951999999999,4.836281906951478,1,7,0.43,1,297,0,1,0
30219,40.76155,-73.98687,5.69035945432406,2,71,4.25,1,89,1,0,0
30220,40.74825,-73.94095,4.795790545596741,2,3,0.21,1,0,0,1,0
30221,40.671040000000005,-73.99361999999999,4.330733340286331,1,133,7.87,3,336,0,1,0
30222,40.678329999999995,-73.89338000000001,4.330733340286331,1,25,1.69,1,270,0,0,1
30223,40.73307,-73.91995,3.4339872044851463,1,51,3.02,3,140,0,0,1
30224,40.71331,-73.99015,4.852030263919617,4,7,0.43,2,3,1,0,0
30225,40.71707,-73.95982,4.110873864173311,3,46,2.88,3,0,0,1,0
30226,40.608090000000004,-74.0727,5.111987788356544,2,51,3.25,1,0,1,0,0
30227,40.70742,-73.93754,4.0943445622221,5,1,0.1,2,48,0,1,0
30229,40.693740000000005,-73.91199999999999,4.663439094112067,2,45,3.98,1,74,1,0,0
30230,40.68708,-73.91237,4.07753744390572,1,10,0.63,8,179,0,1,0
30231,40.80381,-73.95055,4.836281906951478,10,10,0.64,1,0,1,0,0
30232,40.73272,-73.91826,3.4339872044851463,1,36,2.29,3,140,0,0,1
30233,40.73291,-73.9196,3.4339872044851463,1,41,2.48,3,145,0,0,1
30234,40.73981,-74.00031,4.990432586778736,7,3,0.21,1,353,1,0,0
30235,40.66122,-73.88672,3.970291913552122,3,23,1.37,13,90,0,1,0
30236,40.85265,-73.93247,3.58351893845611,20,1,0.11,2,267,0,1,0
30239,40.66916,-73.9371,3.4965075614664802,1,8,0.48,1,0,0,1,0
30240,40.71474,-73.95476,4.48863636973214,1,58,3.55,4,50,0,1,0
30242,40.7876,-73.94139,5.0106352940962555,3,15,0.92,1,120,1,0,0
30243,40.75978,-73.97159,5.135798437050262,30,48,3.27,1,325,1,0,0
30244,40.74443,-73.88613000000001,4.454347296253507,2,3,0.18,1,89,0,1,0
30245,40.73214,-73.98783,5.981414211254481,3,4,0.3,1,89,1,0,0
30246,40.727740000000004,-74.00161,4.110873864173311,2,2,0.12,1,0,0,1,0
30247,40.68969,-73.96682,4.61512051684126,3,6,0.43,1,3,1,0,0
